id,Pclass,Sex,Age,Age_wiki,Class,SibSp,Parch,Fare,Cabin,Embarked,Hometown,Boarded,Destination,Lifeboat,WikiId,Survived
594,3,female,,40.0,3.0,0,2,7.75,,Q,"Carrowskehine, Mayo, Ireland",Queenstown,"Chicago, Illinois, US",,686.0,0.0
595,2,male,37.0,36.0,2.0,1,0,26.0,,S,"Liskeard, Cornwall, England",Southampton,"Spokane, Washington, US",,373.0,0.0
596,3,male,36.0,36.0,3.0,1,1,24.15,,S,"Kerksken, Belgium",Southampton,"Detroit, Michigan, US",,1274.0,0.0
597,2,female,,31.0,2.0,0,0,33.0,,S,"London, England",Southampton,"Chicago, Illinois, US",11,490.0,1.0
598,3,male,49.0,49.0,3.0,0,0,0.0,,S,"Millwood, England",Southampton,New York City,,901.0,0.0
599,3,male,,18.0,3.0,0,0,7.225,,C,"Kfar Mechi, Syria",Cherbourg,"Ottawa, Ontario, Canada",,853.0,0.0
600,1,male,49.0,49.0,1.0,1,0,56.9292,A20,C,"London, England, UK",Cherbourg,"New York, New York, US",1,104.0,1.0
601,2,female,24.0,24.0,2.0,2,1,27.0,,S,"London, England",Southampton,"Montreal, Quebec, Canada",12,466.0,1.0
602,3,male,,42.0,3.0,0,0,7.8958,,S,"Unknown, Bulgaria",Southampton,New York City,,1220.0,0.0
603,1,male,,37.0,1.0,0,0,42.4,,S,"Washington, DC, US",Southampton,"Washington, DC, US",,211.0,0.0
604,3,male,44.0,44.0,3.0,0,0,8.05,,S,"Unknown, Germany",Southampton,New York City,,1260.0,0.0
605,1,male,35.0,40.0,1.0,0,0,26.55,,C,"Indianapolis, Indiana, US",Southampton,"Indianapolis, Indiana, US",15,165.0,1.0
606,3,male,36.0,36.0,3.0,1,0,15.55,,S,"Helsingborg, Skåne, Sweden",Southampton,"Hartford, Connecticut, US",A,975.0,0.0
607,3,male,30.0,30.0,3.0,0,0,7.8958,,S,"Vagovina, Croatia",Southampton,"Youngstown, Ohio, US",,919.0,0.0
608,1,male,27.0,27.0,1.0,0,0,30.5,,S,"Philadelphia, Pennsylvania, US",Southampton,"Philadelphia, Pennsylvania, US",3,92.0,1.0
609,2,female,22.0,22.0,2.0,1,2,41.5792,,C,"Paris, France",Cherbourg,"Cap-Haïtien, Haiti",14,486.0,1.0
610,1,female,40.0,40.0,1.0,0,0,153.4625,C125,S,"Greenwich, Connecticut, US",Southampton,"Greenwich, Connecticut, US",3,138.0,1.0
611,3,female,39.0,39.0,3.0,1,5,31.275,,S,"Kisa, Östergötland, Sweden",Southampton,"Winnipeg, Manitoba, Canada",,633.0,0.0
612,3,male,,21.0,3.0,0,0,7.05,,S,"Calheta, Madeira, Portugal",Southampton,New York City,,888.0,0.0
613,3,female,,25.0,3.0,1,0,15.5,,Q,"Fostragh, Longford, Ireland",Queenstown,"Philadelphia, Pennsylvania, US",16,1051.0,1.0
614,3,male,,22.0,3.0,0,0,7.75,,Q,"Unknown, Ireland",Queenstown,New York City,,876.0,0.0
615,3,male,35.0,35.0,3.0,0,0,8.05,,S,"Broomfield, Essex, England",Southampton,New York City,,693.0,0.0
616,2,female,24.0,24.0,2.0,1,2,65.0,,S,"Yeovil, Somerset, England",Southampton,"Bernardsville, New Jersey, US",9,444.0,1.0
617,3,male,34.0,34.0,3.0,1,1,14.4,,S,"Göteborg, Västergötland, Sweden",Southampton,"Stanton, Iowa, US",,756.0,0.0
618,3,female,26.0,26.0,3.0,1,0,16.1,,S,"Scranton, Pennsylvania, US",Southampton,"Scranton, Pennsylvania, US",,983.0,0.0
619,2,female,4.0,4.0,2.0,2,1,39.0,F4,S,"Guntur, Madras Province, British India",Southampton,"Benton Harbor, Michigan, US",11,344.0,1.0
620,2,male,26.0,26.0,2.0,0,0,10.5,,S,"Guernsey, Channel Islands",Southampton,"Elizabeth, New Jersey, US",,421.0,0.0
621,3,male,27.0,27.0,3.0,1,0,14.4542,,C,"Unknown, Lebanon",Cherbourg,"Wilkes-Barre, Pennsylvania, US",,1306.0,0.0
622,1,male,42.0,42.0,1.0,1,0,52.5542,D19,S,"Boston, Massachusetts, US",Southampton,"Boston, Massachusetts, US",5,178.0,1.0
623,3,male,20.0,20.0,3.0,1,1,15.7417,,C,"Zgharta, Lebanon",Cherbourg,"Waterbury, Connecticut, US",C,1055.0,1.0
624,3,male,21.0,21.0,3.0,0,0,7.8542,,S,"Copenhagen, Denmark",Southampton,"Racine, Wisconsin, US",,858.0,0.0
625,3,male,21.0,20.0,3.0,0,0,16.1,,S,"Treherbert, Glamorgan, Wales",Southampton,New York City,,687.0,0.0
626,1,male,61.0,61.0,1.0,0,0,32.3208,D50,S,"Haddonfield, New Jersey, US",Southampton,"Haddonfield, New Jersey, US",,289.0,0.0
627,2,male,57.0,52.0,2.0,0,0,12.35,,Q,"Glasgow, Scotland",Queenstown,"Tuxford, Saskatchewan, Canada",,478.0,0.0
628,1,female,21.0,21.0,1.0,0,0,77.9583,D9,S,"Hudson, New York, US",Cherbourg,"Hudson, New York, US",10,191.0,1.0
629,3,male,26.0,26.0,3.0,0,0,7.8958,,S,"Unknown, Bulgaria",Southampton,"Chicago, Illinois, US",,683.0,0.0
630,3,male,,17.0,3.0,0,0,7.7333,,Q,"Kingwilliamstown, Cork, Ireland",Queenstown,New York City,,1082.0,0.0
631,1,male,80.0,47.0,1.0,0,0,30.0,A23,S,"Hessle, East Yorkshire, England, UK",Southampton,"New York, New York, US",B,21.0,1.0
632,3,male,51.0,51.0,3.0,0,0,7.0542,,S,"Fyrnan, Småland, Sweden",Southampton,"Spokane, Washington, US",,987.0,0.0
633,1,male,32.0,32.0,1.0,0,0,30.5,B50,C,"Basel, Switzerland",Southampton,"New York, New York, US",3,277.0,1.0
634,1,male,,29.0,1.0,0,0,0.0,,S,"Belfast, Ireland, UK",Belfast,"New York, New York, US",,223.0,0.0
635,3,female,9.0,9.0,3.0,3,2,27.9,,S,"Hällekis, Västergötland, Sweden",Southampton,"Iron Mountain, Michigan, US",,1217.0,0.0
636,2,female,28.0,28.0,2.0,0,0,13.0,,S,"London, England, UK",Southampton,"Tottenville, New York, US",13,394.0,1.0
637,3,male,32.0,32.0,3.0,0,0,7.925,,S,"Valitaipale, Finland",Southampton,New York City,,967.0,0.0
638,2,male,31.0,31.0,2.0,1,1,26.25,,S,"Bishopstoke, Hampshire, England",Southampton,"Payette, Idaho, US",,383.0,0.0
639,3,female,41.0,41.0,3.0,0,5,39.6875,,S,"Ylihärmä, South Ostrobothnia, Finland",Southampton,"Coal Center, Pennsylvania, US",,1109.0,0.0
640,3,male,,36.0,3.0,1,0,16.1,,S,"Maidstone, Kent, England",Southampton,"Clinton, New York, US",,1254.0,0.0
641,3,male,20.0,20.0,3.0,0,0,7.8542,,S,"Eskilstrup, Denmark",Southampton,"Portland, Oregon, US",,889.0,0.0
642,1,female,24.0,24.0,1.0,0,0,69.3,B35,C,"Paris, France",Cherbourg,"New York, New York, US",9,20.0,1.0
643,3,female,2.0,2.0,3.0,3,2,27.9,,S,"Hällekis, Västergötland, Sweden",Southampton,"Iron Mountain, Michigan, US",,1219.0,0.0
644,3,male,,32.0,3.0,0,0,56.4958,,S,"Hong Kong, China",Southampton,New York City,C,722.0,1.0
645,3,female,0.75,4.0,3.0,2,1,19.2583,,C,"Ḑuhūr ash Shuwayr, Lebanon",Cherbourg,"Brooklyn, New York, US",C,671.0,1.0
646,1,male,48.0,48.0,1.0,1,0,76.7292,D33,C,"New York, New York, US",Cherbourg,"New York, New York, US",3,146.0,1.0
647,3,male,19.0,19.0,3.0,0,0,7.8958,,S,"Kricina, Croatia",Southampton,"Great Falls, Montana, US",,739.0,0.0
648,1,male,56.0,56.0,1.0,0,0,35.5,A26,C,"Basel, Switzerland",Southampton,"New York, New York, US",3,260.0,1.0
649,3,male,,18.0,3.0,0,0,7.55,,S,"Market Drayton, Shropshire, England",Southampton,"Schenectady, New York, US",,1299.0,0.0
650,3,female,23.0,24.0,3.0,0,0,7.55,,S,"Wallingford, Oxfordshire, England",Southampton,"New Haven, Connecticut, US",C,1231.0,1.0
651,3,male,,23.0,3.0,0,0,7.8958,,S,"Unknown, Bulgaria",Southampton,"Chicago, Illinois, US",,1031.0,0.0
652,2,female,18.0,19.0,2.0,0,1,23.0,,S,"Southampton, Hampshire, England, UK",Southampton,New York City,?,401.0,1.0
653,3,male,21.0,21.0,3.0,0,0,8.4333,,S,"Etnesjøen, Hordaland Fylke, Norway",Southampton,"Story City, Iowa, US",,918.0,0.0
654,3,female,,16.0,3.0,0,0,7.8292,,Q,"Kingwilliamstown, Cork, Ireland",Queenstown,New York City,13,1088.0,1.0
655,3,female,18.0,18.0,3.0,0,0,6.75,,Q,"Whitechurch, Cork, Ireland",Queenstown,"Charlestown, US",,864.0,0.0
656,2,male,24.0,24.0,2.0,2,0,73.5,,S,"Fritham, Hampshire, England",Southampton,"Eden, Manitoba, Canada",,448.0,0.0
657,3,male,,27.0,3.0,0,0,7.8958,,S,"Unknown, Bulgaria",Southampton,"Chicago, Illinois, US",,1140.0,0.0
658,3,female,32.0,32.0,3.0,1,1,15.5,,Q,"Carrowskehine, Mayo, Ireland",Queenstown,"Chicago, Illinois, US",,685.0,0.0
659,2,male,23.0,23.0,2.0,0,0,13.0,,S,"London, England, UK",Southampton,"Detroit, Michigan, US",,408.0,0.0
660,1,male,58.0,58.0,1.0,0,2,113.275,D48,C,"Lexington, Massachusetts, US",Cherbourg,"Lexington, Massachusetts, US",,213.0,0.0
661,1,male,50.0,49.0,1.0,2,0,133.65,,S,"London, England, UK",Southampton,"New York, New York, US",5,120.0,1.0
662,3,male,40.0,40.0,3.0,0,0,7.225,,C,"Tripoli, Lebanon",Cherbourg,New York City,,666.0,0.0
663,1,male,47.0,37.0,1.0,0,0,25.5875,E58,S,"Dublin, Ireland, UK[note 1]",Southampton,"Vancouver, British Columbia, Canada",,80.0,0.0
664,3,male,36.0,36.0,3.0,0,0,7.4958,,S,"Gumostnik, Lovec, Bulgaria",Southampton,"Chicago, Illinois, US",,730.0,0.0
665,3,male,20.0,20.0,3.0,1,0,7.925,,S,"Taalintehdas, Finland",Southampton,"Monessen, Pennsylvania, US",15,977.0,1.0
666,2,male,32.0,30.0,2.0,2,0,73.5,,S,"Fritham, Hampshire, England",Southampton,"The Pas, Manitoba, Canada",,447.0,0.0
667,2,male,25.0,25.0,2.0,0,0,13.0,,S,"Southsea, Hampshire, England",Southampton,New York City,,361.0,0.0
668,3,male,,49.0,3.0,0,0,7.775,,S,"Hogstad, Norway",Southampton,New York City,,1160.0,0.0
669,3,male,43.0,43.0,3.0,0,0,8.05,,S,"Unknown (Estonia?), Russia (Estonia?)",Southampton,New York City,,736.0,0.0
670,1,female,,48.0,1.0,1,0,52.0,C126,S,"London, England, UK",Southampton,"East Orange, New Jersey, US",5,295.0,1.0
671,2,female,40.0,40.0,2.0,1,1,39.0,,S,"Cape Town, South Africa, UK",Southampton,"Seattle, Washington, US",14,356.0,1.0
672,1,male,31.0,31.0,1.0,1,0,52.0,B71,S,"Montreal, Quebec, Canada",Southampton,"Montreal, Quebec, Canada",,93.0,0.0
673,2,male,70.0,71.0,2.0,0,0,10.5,,S,"Guernsey, Channel Islands",Southampton,"Toledo, Ohio, US",,513.0,0.0
674,2,male,31.0,32.0,2.0,0,0,13.0,,S,"London, England",Southampton,New York City,9,602.0,1.0
675,2,male,,15.0,2.0,0,0,0.0,,S,"Belfast, Northern Ireland, UK",Belfast,New York City,,587.0,0.0
676,3,male,18.0,18.0,3.0,0,0,7.775,,S,"Tofta, Uppland, Sweden",Southampton,"Joliet, Illinois, US",,794.0,0.0
677,3,male,24.5,33.0,3.0,0,0,8.05,,S,"Basingstoke, Hampshire, England",Southampton,"Halley, Michigan, US",,1197.0,0.0
678,3,female,18.0,18.0,3.0,0,0,9.8417,,S,"Oulainen, Oulu, Finland",Southampton,"Ashtabula, Ohio, US",15,1267.0,1.0
679,3,female,43.0,43.0,3.0,1,6,46.9,,S,"Fulham, England",Southampton,"Niagara Falls, New York, US",,832.0,0.0
680,1,male,36.0,36.0,1.0,0,1,512.3292,B51 B53 B55,C,"Germantown, Pennsylvania, US",Cherbourg,"Germantown, Pennsylvania, US",3,52.0,1.0
681,3,female,,26.0,3.0,0,0,8.1375,,Q,"Cahir, Tipperary, Ireland",Queenstown,New York City,,1128.0,0.0
682,1,male,27.0,27.0,1.0,0,0,76.7292,D49,C,"Cairo, Egypt",Cherbourg,"New York, New York, US",3,147.0,1.0
683,3,male,20.0,20.0,3.0,0,0,9.225,,S,"Vikersund, Norway",Southampton,"Carneron, US",,1099.0,0.0
684,3,male,14.0,14.0,3.0,5,2,46.9,,S,"Fulham, England",Southampton,"Niagara Falls, New York, US",,834.0,0.0
685,2,male,60.0,60.0,2.0,1,1,39.0,,S,"Cape Town, South Africa, UK[note 4]",Southampton,"Seattle, Washington, US",,355.0,0.0
686,2,male,25.0,25.0,2.0,1,2,41.5792,,C,"Paris, France",Cherbourg,"Cap-Haïtien, Haiti",,485.0,0.0
687,3,male,14.0,15.0,3.0,4,1,39.6875,,S,"Ylihärmä, South Ostrobothnia, Finland",Southampton,"Coal Center, Pennsylvania, US",,1111.0,0.0
688,3,male,19.0,19.0,3.0,0,0,10.1708,,S,"Gornji Miholjac, Croatia",Southampton,New York City,,753.0,0.0
689,3,male,18.0,18.0,3.0,0,0,7.7958,,S,"Björkeberga, Skåne, Sweden",Southampton,New York City,,807.0,0.0
690,1,female,15.0,16.0,1.0,0,1,211.3375,B5,S,"St Louis, Missouri, US",Southampton,"St Louis, Missouri, US",2,193.0,1.0
691,1,male,31.0,31.0,1.0,1,0,57.0,B20,S,"Calgary, Alberta, Canada",Southampton,"Calgary, Alberta, Canada",3,95.0,1.0
692,3,female,4.0,4.0,3.0,0,1,13.4167,,C,"Milje, Slovenia",Southampton,"Galesburg, Illinois, US",15,924.0,1.0
693,3,male,,37.0,3.0,0,0,56.4958,,S,"Hong Kong, China",Southampton,New York City,C,952.0,1.0
694,3,male,25.0,25.0,3.0,0,0,7.225,,C,"Kfar Mechi, Syria",Cherbourg,"Ottawa, Ontario, Canada",,1171.0,0.0
695,1,male,60.0,59.0,1.0,0,0,26.55,,S,"New York, New York, US",Southampton,"New York, New York, US",,307.0,0.0
696,2,male,52.0,52.0,2.0,0,0,13.5,,S,"Bronx, New York, US",Southampton,"Bronx, New York, US",,372.0,0.0
697,3,male,44.0,44.0,3.0,0,0,8.05,,S,"Leixlip, Kildare, Ireland",Queenstown,"New Haven, Connecticut, US",,929.0,0.0
698,3,female,,19.0,3.0,0,0,7.7333,,Q,"Esker, Longford, Ireland",Queenstown,New York City,16,1047.0,1.0
699,1,male,49.0,49.0,1.0,1,1,110.8833,C68,C,"Haverford, Pennsylvania, US",Cherbourg,"Haverford, Pennsylvania, US",,296.0,0.0
700,3,male,42.0,42.0,3.0,0,0,7.65,F G63,S,"Borgund, Møre og Romsdal, Norway",Southampton,"Milwaukee, Wisconsin, US",,878.0,0.0
701,1,female,18.0,18.0,1.0,1,0,227.525,C62 C64,C,"New York, New York, US",Cherbourg,"New York, New York, US",4,16.0,1.0
702,1,male,35.0,35.0,1.0,0,0,26.2875,E24,S,"St Louis, Missouri, US",Southampton,"St Louis, Missouri, US",5,257.0,1.0
703,3,female,18.0,12.0,3.0,0,1,14.4542,,C,"Kafr Mishki, Lebanon",Cherbourg,"Ottawa, Ontario, Canada",,674.0,0.0
704,3,male,25.0,29.0,3.0,0,0,7.7417,,Q,"Caltra, Galway, Ireland",Queenstown,New York City,,820.0,0.0
705,3,male,26.0,26.0,3.0,1,0,7.8542,,S,"Holeby, Storstrøm, Denmark",Southampton,"Racine, Wisconsin, US",,857.0,0.0
706,2,male,39.0,38.0,2.0,0,0,26.0,,S,"Birmingham, Worcester, England",Southampton,"Los Angeles, US",,516.0,0.0
707,2,female,45.0,45.0,2.0,0,0,13.5,,S,"London, England",Southampton,New York City,9,477.0,1.0
708,1,male,42.0,42.0,1.0,0,0,26.2875,E24,S,"New York, New York, US",Southampton,"New York, New York, US",5,48.0,1.0
709,1,female,22.0,22.0,1.0,0,0,151.55,,S,"London, England, UK",Southampton,"Montreal, Quebec, Canada",11,9.0,1.0
710,3,male,,4.0,3.0,1,1,15.2458,,C,"Hardîne, Lebanon",Cherbourg,"Houtzdale, Pennsylvania, US",C,1046.0,1.0
711,1,female,24.0,24.0,1.0,0,0,49.5042,C90,C,"Brussels, Belgium",Cherbourg,"Montreal, Quebec, Canada",6,198.0,1.0
712,1,male,,45.0,1.0,0,0,26.55,C124,S,"Portland, Oregon, US",Southampton,"Portland, Oregon, US",,180.0,0.0
713,1,male,48.0,48.0,1.0,1,0,52.0,C126,S,"London, England, UK",Southampton,"East Orange, New Jersey, US",5,294.0,1.0
714,3,male,29.0,29.0,3.0,0,0,9.4833,,S,"Stamford, Connecticut, US",Southampton,"Stamford, Connecticut, US",,957.0,0.0
715,2,male,52.0,52.0,2.0,0,0,13.0,,S,"Bronx, New York, US",Southampton,"Bronx, New York, US",,429.0,0.0
716,3,male,19.0,19.0,3.0,0,0,7.65,F G73,S,"Ålesund, Møre og Romsdal, Norway",Southampton,"Minneapolis, Minnesota, US",,1225.0,0.0
717,1,female,38.0,39.0,1.0,0,0,227.525,C45,C,"New York, New York, US",Cherbourg,"New York, New York, US",4,18.0,1.0
718,2,female,27.0,27.0,2.0,0,0,10.5,E101,S,"Bath, Somerset, England",Southampton,"Auburndale, Florida, US",16,579.0,1.0
719,3,male,,19.0,3.0,0,0,15.5,,Q,"Dublin, Ireland",Queenstown,New York City,,1012.0,0.0
720,3,male,33.0,33.0,3.0,0,0,7.775,,S,"Minneapolis, Minnesota, US",Southampton,"Minneapolis, Minnesota, US",,905.0,0.0
721,2,female,6.0,6.0,2.0,0,1,33.0,,S,"London, England",Southampton,"Chicago, Illinois, US",11,435.0,1.0
722,3,male,17.0,17.0,3.0,1,0,7.0542,,S,"Eskilstrup, Denmark",Southampton,"Portland, Oregon, US",,891.0,0.0
723,2,male,34.0,34.0,2.0,0,0,13.0,,S,"Abbeyleix, Laois, Ireland[note 1]",Southampton,"Vancouver, British Columbia, Canada",,427.0,0.0
724,2,male,50.0,50.0,2.0,0,0,13.0,,S,"Southampton, Hampshire, England",Southampton,"Boston, Massachusetts, US",,455.0,0.0
725,1,male,27.0,27.0,1.0,1,0,53.1,E8,S,"New York, New York, US",Southampton,"New York, New York, US",5,71.0,1.0
726,3,male,20.0,20.0,3.0,0,0,8.6625,,S,"Konjsko Brdo, Croatia",Southampton,"Chicago, Illinois, US",,1101.0,0.0
727,2,female,30.0,30.0,2.0,3,0,21.0,,S,"Elizabeth, New Jersey, US",Southampton,"Elizabeth, New Jersey, US",12,550.0,1.0
728,3,female,,28.0,3.0,0,0,7.7375,,Q,"Caltra, Galway, Ireland",Queenstown,New York City,16,1000.0,1.0
729,2,male,25.0,25.0,2.0,1,0,26.0,,S,"Skara, Västergötland, Sweden",Southampton,"Rockford, Illinois, US",,358.0,0.0
730,3,female,25.0,25.0,3.0,1,0,7.925,,S,"Paavola, Northern Ostrobothnia, Finland",Southampton,New York City,,882.0,0.0
731,1,female,29.0,29.0,1.0,0,0,211.3375,B5,S,"St Louis, Missouri, US",Southampton,"St Louis, Missouri, US",2,1.0,1.0
732,3,male,11.0,11.0,3.0,0,0,18.7875,,C,"Fredericksburg, Virginia, US",Cherbourg,"Fredericksburg, Virginia, US",,879.0,0.0
733,2,male,,39.0,2.0,0,0,0.0,,S,"Belfast, Ireland",Belfast,New York City,,479.0,0.0
734,2,male,23.0,23.0,2.0,0,0,13.0,,S,"St. Ives, Cornwall, England",Southampton,"Calumet, Michigan, US",,348.0,0.0
735,2,male,23.0,23.0,2.0,0,0,13.0,,S,"London, England",Southampton,New York City,,577.0,0.0
736,3,male,28.5,28.0,3.0,0,0,16.1,,S,"Tonypandy, Glamorgan, Wales",Southampton,New York City,,1301.0,0.0
737,3,female,48.0,48.0,3.0,1,3,34.375,,S,"Rotherfield, East Sussex, England",Southampton,"Essex County, New Jersey, US",,814.0,0.0
738,1,male,35.0,35.0,1.0,0,0,512.3292,B101,C,"Germantown, Pennsylvania, US",Cherbourg,"Germantown, Pennsylvania, US",3,53.0,1.0
739,3,male,,20.0,3.0,0,0,7.8958,,S,"Malka Ribnya, Troyan, Bulgaria",Southampton,"Chicago, Illinois, US",,883.0,0.0
740,3,male,,32.0,3.0,0,0,7.8958,,S,"Unknown, Bulgaria",Southampton,"Chicago, Illinois, US",,1061.0,0.0
741,1,male,,45.0,1.0,0,0,30.0,D45,S,"Kingston, Surrey, England, UK",Southampton,"New York, New York, US",3,151.0,1.0
742,1,male,36.0,36.0,1.0,1,0,78.85,C46,S,"London, England, UK",Southampton,"New York, New York, US",,66.0,0.0
743,1,female,21.0,21.0,1.0,2,2,262.375,B57 B59 B63 B66,C,"Cooperstown, New York, US",Cherbourg,"Cooperstown, New York, US",4,249.0,1.0
744,3,male,24.0,27.0,3.0,1,0,16.1,,S,"Convoy, Donegal, Ireland, England",Southampton,"Philadelphia, Pennsylvania, US",,1017.0,0.0
745,3,male,31.0,31.0,3.0,0,0,7.925,,S,"Muljula, Kitee, Finland",Southampton,"Duluth, Minnesota, US",9,1236.0,1.0
746,1,male,70.0,70.0,1.0,1,1,71.0,B22,S,"Milwaukee, Wisconsin, US",Southampton,"Milwaukee, Wisconsin, US",,86.0,0.0
747,3,male,16.0,16.0,3.0,1,1,20.25,,S,"East Providence, Rhode Island, US",Southampton,"East Providence, Rhode Island, US",,610.0,0.0
748,2,female,30.0,30.0,2.0,0,0,13.0,,S,"Turku, Finland, Russian Empire[note 6]",Southampton,"Brighton, Boston, Massachusetts, US",10,566.0,1.0
749,1,male,19.0,18.0,1.0,1,0,53.1,D30,S,"New York, New York, US",Southampton,"New York, New York, US",,196.0,0.0
750,3,male,31.0,31.0,3.0,0,0,7.75,,Q,"Brooklyn, New York, US",Queenstown,"Brooklyn, New York, US",,732.0,0.0
751,2,female,4.0,4.0,2.0,1,1,23.0,,S,"Heamoor, Cornwall, England",Southampton,"Akron, Ohio, US",14,594.0,1.0
752,3,male,6.0,7.0,3.0,0,1,12.475,E121,S,"Unknown, Russia",Southampton,"Chicago, Illinois, US",14,1035.0,1.0
753,3,male,33.0,35.0,3.0,0,0,9.5,,S,"Denderhoutem, Belgium",Southampton,New York City,,1272.0,0.0
754,3,male,23.0,23.0,3.0,0,0,7.8958,,S,"Gumostnik, Lovec, Bulgaria",Southampton,"Chicago, Illinois, US",,911.0,0.0
755,2,female,48.0,48.0,2.0,1,2,65.0,,S,"Yeovil, Somerset, England",Southampton,"Bernardsville, New Jersey, US",9,443.0,1.0
756,2,male,0.67,1.0,2.0,1,1,14.5,,S,"Detroit, Michigan, US",Southampton,"Detroit, Michigan, US",4,432.0,1.0
757,3,male,28.0,24.0,3.0,0,0,7.7958,,S,"Dagsås, Halland, Sweden",Southampton,"Tower, Minnesota, US",,716.0,0.0
758,2,male,18.0,18.0,2.0,0,0,11.5,,S,"Penzance, Cornwall, England",Southampton,"Akron, Ohio, US",,334.0,0.0
759,3,male,34.0,34.0,3.0,0,0,8.05,,S,"Strood, Kent, England",Southampton,"Detroit, Michigan, US",,1247.0,0.0
760,1,female,33.0,34.0,1.0,0,0,86.5,B77,S,"Vancouver, British Columbia, Canada",Southampton,"Vancouver, British Columbia, Canada",8,183.0,1.0
761,3,male,,21.0,3.0,0,0,14.5,,S,"Wollaston, Northamptonshire, England",Southampton,"Kitchener, Ontario, Canada",,821.0,0.0
762,3,male,41.0,41.0,3.0,0,0,7.125,,S,"Kauhajoki, Finland",Southampton,"Sudbury, Ontario, Canada",,1073.0,0.0
763,3,male,20.0,27.0,3.0,0,0,7.2292,,C,"Hardîne, Lebanon",Cherbourg,"Wilkes-Barre, Pennsylvania, US",15,852.0,1.0
764,1,female,36.0,36.0,1.0,1,2,120.0,B96 B98,S,"Bryn Mawr, Pennsylvania, US",Southampton,"Bryn Mawr, Pennsylvania, US",4,60.0,1.0
765,3,male,16.0,16.0,3.0,0,0,7.775,,S,"Kårberg, Örebro, Sweden",Southampton,"Jerome Junction, Arizona, US",,795.0,0.0
766,1,female,51.0,51.0,1.0,1,0,77.9583,D11,S,"Hudson, New York, US",Cherbourg,"Hudson, New York, US",10,162.0,1.0
767,1,male,,45.0,1.0,0,0,39.6,,C,"Philadelphia, Pennsylvania, US",Cherbourg,"Philadelphia, Pennsylvania, US",,42.0,0.0
768,3,female,30.5,32.0,3.0,0,0,7.75,,Q,"Carrowkehine, Mayo, Ireland",Queenstown,"Chicago, Illinois, US",,999.0,0.0
769,3,male,,27.0,3.0,1,0,24.15,,Q,"Askeaton, Limerick, Ireland",Queenstown,"Brooklyn, New York, US",,1038.0,0.0
770,3,male,32.0,32.0,3.0,0,0,8.3625,,S,"Bokn, Norway",Southampton,"Portland, North Dakota, US",,840.0,0.0
771,3,male,24.0,24.0,3.0,0,0,9.5,,S,"Haaltert, Belgium",Southampton,"Detroit, Michigan, US",,972.0,0.0
772,3,male,48.0,48.0,3.0,0,0,7.8542,,S,"Portland, Oregon, US",Southampton,"Portland, Oregon, US",,890.0,0.0
773,2,female,57.0,57.0,2.0,0,0,10.5,E77,S,"Southampton, Hampshire, England",Southampton,New York City,,497.0,0.0
774,3,male,,29.0,3.0,0,0,7.225,,C,"Unknown, Lebanon",Cherbourg,New York City,,797.0,0.0
775,2,female,54.0,54.0,2.0,1,3,23.0,,S,"Penzance, Cornwall, England",Southampton,"Akron, Ohio, US",4,451.0,1.0
776,3,male,18.0,18.0,3.0,0,0,7.75,,S,"Kristinehamn, Värmland, Sweden",Southampton,"Chicago, Illinois, US",,1054.0,0.0
777,3,male,,20.0,3.0,0,0,7.75,F38,Q,"Cahir, Tipperary, Ireland",Queenstown,New York City,,1257.0,0.0
778,3,female,5.0,6.0,3.0,0,0,12.475,,S,"New York City, New York, US",Southampton,New York City,13,801.0,1.0
779,3,male,,22.0,3.0,0,0,7.7375,,Q,"Currafarry, Galway, Ireland",Queenstown,New York City,,937.0,0.0
780,1,female,43.0,43.0,1.0,0,1,211.3375,B3,S,"St Louis, Missouri, US",Southampton,"St Louis, Missouri, US",2,235.0,1.0
781,3,female,13.0,15.0,3.0,0,0,7.2292,,C,"Beirut, Lebanon",Cherbourg,"Owen Sound, Ontario, Canada",C,661.0,1.0
782,1,female,17.0,17.0,1.0,1,0,57.0,B20,S,"Calgary, Alberta, Canada",Southampton,"Calgary, Alberta, Canada",3,96.0,1.0
783,1,male,29.0,29.0,1.0,0,0,30.0,D6,S,"Springfield, Massachusetts, US",Southampton,"Springfield, Massachusetts, US",,190.0,0.0
784,3,male,,35.0,3.0,1,2,23.45,,S,"Thornton Heath, London, England",Southampton,"New London, Connecticut, US",,907.0,0.0
785,3,male,25.0,25.0,3.0,0,0,7.05,,S,"Buenos Aires, Argentina",Southampton,New York City,,626.0,0.0
786,3,male,25.0,25.0,3.0,0,0,7.25,,S,"Manchester, England",Southampton,"Montreal, Quebec, Canada",,981.0,0.0
787,3,female,18.0,18.0,3.0,0,0,7.4958,,S,"Munsala, Finland",Southampton,"Olympia, Washington, US",16,1213.0,1.0
788,3,male,8.0,8.0,3.0,4,1,29.125,,Q,"Athlone, Westmeath, Ireland",Queenstown,"Spokane, Washington, US",,1148.0,0.0
789,3,male,1.0,1.0,3.0,1,2,20.575,,S,"Bartley Farm, Hampshire, England",Southampton,"Wichita, Kansas, US",10,772.0,1.0
790,1,male,46.0,46.0,1.0,0,0,79.2,B82 B84,C,"Paris, France",Cherbourg,"New York, New York, US",,141.0,0.0
791,3,male,,23.0,3.0,0,0,7.75,,Q,"Athenry, Galway, Ireland",Queenstown,"Auburndale, Florida, US",,926.0,0.0
